brand_id,month,trxn_sum,trxn_count,clients_count
DaYkJVhD,2024-07-01,18713551.4269,10928,9158
DaYkJVhD,2024-08-01,58909073.86961,28368,20515
DaYkJVhD,2024-09-01,23884694.33776,14649,11747
DaYkJVhD,2024-10-01,16142365.34,9410,7739
ff65rrgI,2023-10-01,954180.0,36,34
ff65rrgI,2023-11-01,4603920.0,140,127
ff65rrgI,2023-12-01,9092660.0,244,217
ff65rrgI,2024-01-01,4677770.0,151,134
ff65rrgI,2024-02-01,5147902.0,161,137
ff65rrgI,2024-03-01,7680097.0,211,183
ff65rrgI,2024-04-01,5688775.0,154,134
ff65rrgI,2024-05-01,5837148.0,159,142
ff65rrgI,2024-06-01,8852367.0,232,192
ff65rrgI,2024-07-01,9382845.0,243,208
ff65rrgI,2024-08-01,7318817.0,172,154
ff65rrgI,2024-09-01,6719235.0,148,136
ff65rrgI,2024-10-01,5439930.0,128,109
HqpFZCjWC,2023-10-01,244764.0,21,20
HqpFZCjWC,2023-11-01,734737.0,63,55
HqpFZCjWC,2023-12-01,552475.16,48,46
HqpFZCjWC,2024-01-01,490997.4,52,45
HqpFZCjWC,2024-02-01,432560.0,53,49
HqpFZCjWC,2024-03-01,488488.0,56,54
HqpFZCjWC,2024-04-01,389503.0,59,56
HqpFZCjWC,2024-05-01,392479.26,51,50
HqpFZCjWC,2024-06-01,432160.0,65,60
HqpFZCjWC,2024-07-01,436191.5,55,49
HqpFZCjWC,2024-08-01,948702.5,113,104
HqpFZCjWC,2024-09-01,712740.0,96,84
HqpFZCjWC,2024-10-01,340301.4,46,44
mLhx6,2023-10-01,76540.0,14,14
mLhx6,2023-11-01,395616.0,56,51
mLhx6,2023-12-01,603259.0,81,70
mLhx6,2024-01-01,603853.0,57,52
mLhx6,2024-02-01,553593.0,55,49
mLhx6,2024-03-01,363749.0,66,60
mLhx6,2024-04-01,553348.0,61,54
mLhx6,2024-05-01,633392.0,91,79
mLhx6,2024-06-01,1070540.0,98,86
mLhx6,2024-07-01,1253022.0,136,117
mLhx6,2024-08-01,2605445.0,271,234
mLhx6,2024-09-01,1022938.0,133,118
mLhx6,2024-10-01,642670.0,75,69
ZjDlOV0,2023-10-01,483465707.26,225386,125597
ZjDlOV0,2023-11-01,2976060307.84,1201576,422406
ZjDlOV0,2023-12-01,1433577883.55,757246,312321
ZjDlOV0,2024-01-01,1676099173.18,880209,358137
ZjDlOV0,2024-02-01,1701941082.82,845511,360958
ZjDlOV0,2024-03-01,2139947684.13,1001770,405107
ZjDlOV0,2024-04-01,1828401475.67,857958,358967
ZjDlOV0,2024-05-01,1733211622.33,836380,352091
ZjDlOV0,2024-06-01,2161553721.99,929254,377166
ZjDlOV0,2024-07-01,1943926007.76,863718,374698
ZjDlOV0,2024-08-01,2457461392.15,1027454,434117
ZjDlOV0,2024-09-01,1933008503.64,936098,433313
ZjDlOV0,2024-10-01,1333639893.6,650177,334685
NZZlm6B,2023-10-01,544867.28,85,80
NZZlm6B,2023-11-01,2268958.34,283,263
NZZlm6B,2023-12-01,1472883.23,268,237
NZZlm6B,2024-01-01,1132364.98,191,166
NZZlm6B,2024-02-01,1306808.96,220,191
NZZlm6B,2024-03-01,1555309.54,259,236
NZZlm6B,2024-04-01,1422551.71,234,209
NZZlm6B,2024-05-01,1878868.12,283,257
NZZlm6B,2024-06-01,1457687.71,249,223
NZZlm6B,2024-07-01,2340519.9,299,260
NZZlm6B,2024-08-01,7442507.17,852,762
NZZlm6B,2024-09-01,2263377.1,366,332
NZZlm6B,2024-10-01,1624363.21,239,208
UVW8g8,2023-10-01,816987.0,25,24
UVW8g8,2023-11-01,3320376.0,89,85
UVW8g8,2023-12-01,2277402.59,59,57
UVW8g8,2024-01-01,986694.0,19,18
UVW8g8,2024-02-01,365083.25,14,14
UVW8g8,2024-03-01,296163.0,8,8
UVW8g8,2024-04-01,393752.0,6,6
UVW8g8,2024-05-01,191498.0,5,5
UVW8g8,2024-06-01,251846.0,9,9
UVW8g8,2024-07-01,347631.0,10,10
UVW8g8,2024-08-01,64500.0,4,3
UVW8g8,2024-09-01,83450.0,4,4
UVW8g8,2024-10-01,67150.0,1,1
b8GHL,2023-10-01,13251631.512,492,468
b8GHL,2023-11-01,52772178.02,1941,1753
b8GHL,2023-12-01,163712540.51,5381,4804
b8GHL,2024-01-01,72213719.84,2413,2203
b8GHL,2024-02-01,83403332.72,2842,2595
b8GHL,2024-03-01,89099986.711,2919,2668
b8GHL,2024-04-01,61444350.73,2056,1886
b8GHL,2024-05-01,62059999.01,1960,1793
b8GHL,2024-06-01,65245773.02,2045,1911
b8GHL,2024-07-01,62507672.525,2009,1814
b8GHL,2024-08-01,68534817.33,2077,1896
b8GHL,2024-09-01,67920010.08,2116,1934
b8GHL,2024-10-01,43797858.4,1301,1189
burU0Cs,2023-10-01,348038.24,211,190
burU0Cs,2023-11-01,1202065.22,667,567
burU0Cs,2023-12-01,1811206.02,1174,941
burU0Cs,2024-01-01,949147.0,716,612
burU0Cs,2024-02-01,1033842.2,765,616
burU0Cs,2024-03-01,1664882.8,1179,900
burU0Cs,2024-04-01,902941.0,738,600
burU0Cs,2024-05-01,1332838.6,920,745
burU0Cs,2024-06-01,1155529.6,818,664
burU0Cs,2024-07-01,1224936.0,764,641
burU0Cs,2024-08-01,358538.0,186,152
burU0Cs,2024-09-01,193548.0,51,40
burU0Cs,2024-10-01,272144.2,60,53
YfBVhYFE,2023-10-01,821855.0,64,41
YfBVhYFE,2023-11-01,3638678.0,211,121
YfBVhYFE,2023-12-01,2192528.0,213,116
YfBVhYFE,2024-01-01,2547051.0,166,96
YfBVhYFE,2024-02-01,2583477.0,223,117
YfBVhYFE,2024-03-01,2491913.0,210,108
YfBVhYFE,2024-04-01,3370293.0,278,130
YfBVhYFE,2024-05-01,3502020.0,143,107
YfBVhYFE,2024-06-01,3524895.0,92,84
YfBVhYFE,2024-07-01,4088984.0,108,91
YfBVhYFE,2024-08-01,3480746.0,88,73
YfBVhYFE,2024-09-01,2474777.0,58,51
YfBVhYFE,2024-10-01,2438852.0,33,30
bCXyH,2023-10-01,186954.5,35,29
bCXyH,2023-11-01,527781.0,120,76
bCXyH,2023-12-01,745313.0,124,76
bCXyH,2024-01-01,415176.5,76,59
bCXyH,2024-02-01,552007.5,110,85
bCXyH,2024-03-01,944898.5,139,92
bCXyH,2024-04-01,517565.5,113,74
bCXyH,2024-05-01,559835.9,112,81
bCXyH,2024-06-01,536981.0,95,65
bCXyH,2024-07-01,455869.0,94,73
bCXyH,2024-08-01,728678.0,96,66
bCXyH,2024-09-01,405929.0,86,64
bCXyH,2024-10-01,662159.0,81,65
gjSj1,2023-10-01,777947.0,79,71
gjSj1,2023-11-01,2570301.0,259,191
gjSj1,2023-12-01,2508949.0,259,198
gjSj1,2024-01-01,2388153.0,259,192
gjSj1,2024-02-01,2731645.0,309,211
gjSj1,2024-03-01,2624036.0,302,233
gjSj1,2024-04-01,2601445.0,292,233
gjSj1,2024-05-01,2575716.0,263,197
gjSj1,2024-06-01,3791360.0,261,202
gjSj1,2024-07-01,2658878.0,265,209
gjSj1,2024-08-01,2922635.0,295,221
gjSj1,2024-09-01,2822298.5,274,223
gjSj1,2024-10-01,2647674.0,198,164
kbEs5,2023-10-01,1758490.2,170,135
kbEs5,2023-11-01,4414442.2,712,519
kbEs5,2023-12-01,5875215.0575,952,686
kbEs5,2024-01-01,2768653.67,509,384
kbEs5,2024-02-01,3737743.05,625,474
kbEs5,2024-03-01,4379734.63,677,534
kbEs5,2024-04-01,3468294.12,550,462
kbEs5,2024-05-01,3984674.72,609,501
kbEs5,2024-06-01,6853864.49,769,611
kbEs5,2024-07-01,6494639.81,822,656
kbEs5,2024-08-01,4176317.0,612,526
kbEs5,2024-09-01,3889718.91,532,447
kbEs5,2024-10-01,2371832.0,364,308
D5KHGcP,2023-10-01,29331.42,9,8
D5KHGcP,2023-11-01,249156.71,89,82
D5KHGcP,2023-12-01,1961124.4655,952,899
D5KHGcP,2024-01-01,2610240.34,1445,1345
D5KHGcP,2024-02-01,2292457.3989,1122,1048
D5KHGcP,2024-03-01,3017660.35662,1202,1135
D5KHGcP,2024-04-01,3089476.11,1137,1084
D5KHGcP,2024-05-01,3894316.84664,1583,1457
D5KHGcP,2024-06-01,3728048.05899,1866,1713
D5KHGcP,2024-07-01,3641622.26155,2317,2096
D5KHGcP,2024-08-01,3145444.94795,1056,1007
D5KHGcP,2024-09-01,2436210.04184,707,666
D5KHGcP,2024-10-01,1666340.46121,523,506
37V6M0Bo,2024-08-01,86308.0,5,5
37V6M0Bo,2024-09-01,84815.0,6,6
37V6M0Bo,2024-10-01,24000.0,1,1
16mDpH,2023-10-01,306097.0,43,43
16mDpH,2023-11-01,1025212.26,154,136
16mDpH,2023-12-01,959156.16,179,165
16mDpH,2024-01-01,790277.3,137,118
16mDpH,2024-02-01,643406.57,168,147
16mDpH,2024-03-01,1320607.14,177,158
16mDpH,2024-04-01,973679.67,210,182
16mDpH,2024-05-01,990542.5,196,176
16mDpH,2024-06-01,885362.0,174,159
16mDpH,2024-07-01,1390510.5,185,165
16mDpH,2024-08-01,1195324.9,166,151
16mDpH,2024-09-01,997098.67,151,135
16mDpH,2024-10-01,1157970.0,127,119
0GXYUFr,2023-10-01,2328081.0,733,636
0GXYUFr,2023-11-01,7555086.68,2427,1984
0GXYUFr,2023-12-01,16042090.0,5100,4281
0GXYUFr,2024-01-01,7762754.23,2869,2392
0GXYUFr,2024-02-01,6668620.16,2427,1996
0GXYUFr,2024-03-01,6469471.0,2346,1959
0GXYUFr,2024-04-01,6142697.0,2223,1830
0GXYUFr,2024-05-01,5618416.75,2208,1854
0GXYUFr,2024-06-01,5713857.0,2195,1792
0GXYUFr,2024-07-01,6109948.7,2385,1871
0GXYUFr,2024-08-01,7381547.2,2868,2260
0GXYUFr,2024-09-01,5637922.0,2077,1680
0GXYUFr,2024-10-01,4786134.0,1568,1295
Np4MI6,2023-10-01,42589172.94,3864,3593
Np4MI6,2023-11-01,148493019.6,14031,12350
Np4MI6,2023-12-01,203499451.99,24310,21566
Np4MI6,2024-01-01,129397027.03,14245,12560
Np4MI6,2024-02-01,144926068.2,19376,17086
Np4MI6,2024-03-01,135117501.0,12994,11593
Np4MI6,2024-04-01,135919859.2,12717,11385
Np4MI6,2024-05-01,146746317.0,13793,12210
Np4MI6,2024-06-01,159935514.4,16467,14508
Np4MI6,2024-07-01,142681694.2,16116,14129
Np4MI6,2024-08-01,151203087.6,16003,14164
Np4MI6,2024-09-01,161495459.2,14145,12616
Np4MI6,2024-10-01,141243170.6,11250,10151
5YOUvEn8P,2023-10-01,585675.0,148,122
5YOUvEn8P,2023-11-01,1929195.0,564,466
5YOUvEn8P,2023-12-01,2583151.0,791,686
5YOUvEn8P,2024-01-01,1760359.0,495,438
5YOUvEn8P,2024-02-01,1834804.7,511,427
5YOUvEn8P,2024-03-01,2254863.0,648,546
5YOUvEn8P,2024-04-01,1354329.0,472,410
5YOUvEn8P,2024-05-01,1277415.0,436,379
5YOUvEn8P,2024-06-01,1081719.0,453,397
5YOUvEn8P,2024-07-01,1221868.0,432,383
5YOUvEn8P,2024-08-01,1251352.2,412,356
5YOUvEn8P,2024-09-01,1095439.3,340,286
5YOUvEn8P,2024-10-01,629041.0,227,207
kP3FUI,2023-10-01,8200.0,1,1
kP3FUI,2023-11-01,25800.0,2,2
kP3FUI,2023-12-01,111380.0,10,10
kP3FUI,2024-01-01,24500.0,3,3
kP3FUI,2024-02-01,61800.0,6,6
kP3FUI,2024-03-01,44400.0,4,4
kP3FUI,2024-04-01,31700.0,3,3
kP3FUI,2024-05-01,19800.0,2,2
kP3FUI,2024-06-01,18200.0,1,1
kP3FUI,2024-07-01,32800.0,4,4
kP3FUI,2024-08-01,26000.0,2,2
kP3FUI,2024-09-01,94850.0,9,8
kP3FUI,2024-10-01,36900.0,4,4
ylNCcm1P,2023-11-01,2900.0,1,1
DY2wZVvW,2023-10-01,9405.0,1,1
DY2wZVvW,2023-11-01,39710.0,3,3
DY2wZVvW,2023-12-01,122360.0,7,7
DY2wZVvW,2024-01-01,108395.03,10,9
DY2wZVvW,2024-02-01,107017.52,8,8
DY2wZVvW,2024-03-01,186152.5,7,7
DY2wZVvW,2024-04-01,7365.35,4,2
DY2wZVvW,2024-05-01,102125.0,5,5
DY2wZVvW,2024-06-01,130929.0,7,6
DY2wZVvW,2024-07-01,76637.5,8,8
DY2wZVvW,2024-08-01,13205.0,1,1
DY2wZVvW,2024-09-01,67735.0,3,3
DY2wZVvW,2024-10-01,52079.0,4,4
CdWvjF1p,2023-10-01,22597382.0,1478,1322
CdWvjF1p,2023-11-01,94328106.0,5723,4895
CdWvjF1p,2023-12-01,120659067.0,9740,8113
CdWvjF1p,2024-01-01,90585425.0,7138,5990
CdWvjF1p,2024-02-01,79312129.0,6642,5571
CdWvjF1p,2024-03-01,85270378.0,5909,5086
CdWvjF1p,2024-04-01,81612590.0,5622,4774
CdWvjF1p,2024-05-01,86257908.8,6421,5470
CdWvjF1p,2024-06-01,85041063.3,7847,6576
CdWvjF1p,2024-07-01,85036175.5,8240,6872
CdWvjF1p,2024-08-01,89731773.5,8176,6815
CdWvjF1p,2024-09-01,78185263.8,6471,5488
CdWvjF1p,2024-10-01,69194820.4,4853,4218
1Zpne0,2023-10-01,366394.0,17,17
1Zpne0,2023-11-01,1743726.5,77,67
1Zpne0,2023-12-01,1557298.8,109,94
1Zpne0,2024-01-01,1719857.0,89,75
1Zpne0,2024-02-01,1954457.0,81,72
1Zpne0,2024-03-01,2406906.4,102,89
1Zpne0,2024-04-01,3263675.0,117,96
1Zpne0,2024-05-01,2342533.5,104,81
1Zpne0,2024-06-01,1809722.0,79,70
1Zpne0,2024-07-01,1651925.5,85,76
1Zpne0,2024-08-01,1912861.3,80,69
1Zpne0,2024-09-01,1667036.5,68,58
1Zpne0,2024-10-01,1320074.5,47,46
oRlf30M,2023-10-01,406097.56,282,185
oRlf30M,2023-11-01,1109660.68,973,503
oRlf30M,2023-12-01,947041.85,969,575
oRlf30M,2024-01-01,1064676.12,863,529
oRlf30M,2024-02-01,883889.25,1038,545
oRlf30M,2024-03-01,1387021.0231,1261,656
oRlf30M,2024-04-01,1117420.58,1489,718
oRlf30M,2024-05-01,771714.88,1265,625
oRlf30M,2024-06-01,628548.64,1402,645
oRlf30M,2024-07-01,1139875.36,1196,540
oRlf30M,2024-08-01,778199.94,1221,529
oRlf30M,2024-09-01,737644.81,1546,689
oRlf30M,2024-10-01,1250268.5,1086,560
parBW,2024-05-01,20.0,1,1
parBW,2024-06-01,11467.0,1,1
parBW,2024-07-01,17520.0,1,1
parBW,2024-08-01,24053.0,1,1
parBW,2024-10-01,32200.0,2,1
xhVtOhK,2023-10-01,2728414.4,2211,906
xhVtOhK,2023-11-01,9393434.59,7295,2903
xhVtOhK,2023-12-01,10187211.7,8453,3076
xhVtOhK,2024-01-01,9672929.7,8467,3083
xhVtOhK,2024-02-01,9401344.81,7610,2967
xhVtOhK,2024-03-01,10416634.13,8578,3328
xhVtOhK,2024-04-01,8816190.23,7214,2857
xhVtOhK,2024-05-01,9307429.4,8256,3241
xhVtOhK,2024-06-01,9221258.5,8402,3485
xhVtOhK,2024-07-01,10315001.2,9401,3863
xhVtOhK,2024-08-01,12596604.36,10983,4372
xhVtOhK,2024-09-01,9682705.85,8516,3338
xhVtOhK,2024-10-01,6679225.5,5671,2360
Xgf12z,2023-10-01,516964.36,34,32
Xgf12z,2023-11-01,2322174.89835,117,109
Xgf12z,2023-12-01,1326835.28,96,96
Xgf12z,2024-01-01,1499663.56,108,103
Xgf12z,2024-02-01,1513702.08,117,106
Xgf12z,2024-03-01,2744335.257,170,153
Xgf12z,2024-04-01,3321108.714,196,180
Xgf12z,2024-05-01,2880312.972,174,165
Xgf12z,2024-06-01,2496014.05,159,149
Xgf12z,2024-07-01,2276958.8,149,141
Xgf12z,2024-08-01,2017659.88909,140,133
Xgf12z,2024-09-01,2487938.85,156,151
Xgf12z,2024-10-01,1141836.25,65,63
LGj8fQfv,2023-10-01,10360266.0,253,237
LGj8fQfv,2023-11-01,35212953.0,968,907
LGj8fQfv,2023-12-01,36871369.0,1180,1087
LGj8fQfv,2024-01-01,27406074.0,1010,929
LGj8fQfv,2024-02-01,29255725.0,1177,1053
LGj8fQfv,2024-03-01,37153976.0,1304,1155
LGj8fQfv,2024-04-01,31412448.0,990,900
LGj8fQfv,2024-05-01,37342016.0,1167,1074
LGj8fQfv,2024-06-01,31081017.0,1133,1054
LGj8fQfv,2024-07-01,19981956.0,862,774
LGj8fQfv,2024-08-01,42467851.0,1752,1537
LGj8fQfv,2024-09-01,34113664.0,1203,1076
LGj8fQfv,2024-10-01,26366689.0,714,671
CnB7ZbMW6,2023-10-01,6469071.44,7969,5214
CnB7ZbMW6,2023-11-01,21725774.68,26734,13781
CnB7ZbMW6,2023-12-01,26938422.51,28436,14755
CnB7ZbMW6,2024-01-01,20947967.13,25681,13585
CnB7ZbMW6,2024-02-01,21014231.55,27320,13700
CnB7ZbMW6,2024-03-01,24629575.75,30312,15170
CnB7ZbMW6,2024-04-01,25166590.23,29987,15124
CnB7ZbMW6,2024-05-01,27939195.05,29336,15853
CnB7ZbMW6,2024-06-01,32560973.47,29729,16016
CnB7ZbMW6,2024-07-01,31034154.53,31007,16254
CnB7ZbMW6,2024-08-01,32080897.09,31832,16921
CnB7ZbMW6,2024-09-01,24817595.61,28829,14537
CnB7ZbMW6,2024-10-01,16334351.37,19476,10376
zBq8G,2023-10-01,3111233.75,552,292
zBq8G,2023-11-01,10795647.5,1621,873
zBq8G,2023-12-01,15398381.8,1481,915
zBq8G,2024-01-01,9213175.06,1460,677
zBq8G,2024-02-01,7794851.62,1394,644
zBq8G,2024-03-01,9939568.83,1684,797
zBq8G,2024-04-01,8470672.75,1483,732
zBq8G,2024-05-01,8698756.75,1367,689
zBq8G,2024-06-01,8598058.1,1412,732
zBq8G,2024-07-01,10494335.05,1688,917
zBq8G,2024-08-01,9290279.75,1822,896
zBq8G,2024-09-01,8903075.15,1719,757
zBq8G,2024-10-01,6067032.75,520,392
4X3vr,2023-10-01,426965.0,17,17
4X3vr,2023-11-01,1245970.0,40,38
4X3vr,2023-12-01,2719424.0,99,95
4X3vr,2024-01-01,1997317.0,76,75
4X3vr,2024-02-01,1123230.0,46,45
4X3vr,2024-03-01,2034525.0,65,62
4X3vr,2024-04-01,1625668.0,54,49
4X3vr,2024-05-01,1737968.0,54,52
4X3vr,2024-06-01,2992835.0,89,85
4X3vr,2024-07-01,2830740.0,97,92
4X3vr,2024-08-01,2618235.0,96,90
4X3vr,2024-09-01,1526881.0,52,47
4X3vr,2024-10-01,1154942.0,30,29
W6LCNlqy,2023-10-01,4241911.0,489,447
W6LCNlqy,2023-11-01,19933397.25,1970,1716
W6LCNlqy,2023-12-01,17733619.12,2010,1806
W6LCNlqy,2024-01-01,18724636.55,1954,1706
W6LCNlqy,2024-02-01,15599038.76,1831,1639
W6LCNlqy,2024-03-01,14721469.68,1873,1721
W6LCNlqy,2024-04-01,11820859.74,1647,1512
W6LCNlqy,2024-05-01,13500330.37,2006,1788
W6LCNlqy,2024-06-01,16748298.53,2432,2157
W6LCNlqy,2024-07-01,17576291.5,2788,2511
W6LCNlqy,2024-08-01,16204566.5,2951,2343
W6LCNlqy,2024-09-01,11842948.59,2218,1667
W6LCNlqy,2024-10-01,5854907.03,794,726
dGES69,2023-10-01,2260067.0,425,394
dGES69,2023-11-01,9974242.13,1892,1667
dGES69,2023-12-01,14882350.96,2747,2428
dGES69,2024-01-01,11000250.99,1821,1634
dGES69,2024-02-01,10094081.06,1617,1462
dGES69,2024-03-01,12111315.7,1988,1763
dGES69,2024-04-01,8065201.91,1407,1279
dGES69,2024-05-01,10460000.91,1677,1508
dGES69,2024-06-01,9700541.5,1689,1478
dGES69,2024-07-01,10900011.5,1815,1588
dGES69,2024-08-01,9672799.0,1604,1448
dGES69,2024-09-01,9894300.0,1516,1365
dGES69,2024-10-01,6500755.0,1065,937
JqCHZ8dZ,2023-10-01,1430351.0,163,155
JqCHZ8dZ,2023-11-01,3177572.9,343,316
JqCHZ8dZ,2023-12-01,1724980.5,314,261
JqCHZ8dZ,2024-01-01,1016188.3,339,226
JqCHZ8dZ,2024-02-01,902342.0,456,221
JqCHZ8dZ,2024-03-01,1557067.0,206,192
JqCHZ8dZ,2024-04-01,859361.0,151,140
JqCHZ8dZ,2024-05-01,676197.0,143,129
JqCHZ8dZ,2024-06-01,360581.0,100,88
JqCHZ8dZ,2024-07-01,868601.1,195,167
JqCHZ8dZ,2024-08-01,1625934.0,241,207
JqCHZ8dZ,2024-09-01,933639.0,162,143
JqCHZ8dZ,2024-10-01,740435.0,108,94
MjIHw,2023-10-01,15824624.95,2588,2186
MjIHw,2023-11-01,50370693.52,7753,6448
MjIHw,2023-12-01,41967130.85,7444,6284
MjIHw,2024-01-01,29251647.45,5474,4519
MjIHw,2024-02-01,25236175.84,5450,4415
MjIHw,2024-03-01,38285657.98057,7116,5948
MjIHw,2024-04-01,32389454.34074,6822,5549
MjIHw,2024-05-01,36608897.10407,7236,6035
MjIHw,2024-06-01,40569601.06984,8385,7180
MjIHw,2024-07-01,33099685.40975,7931,6623
MjIHw,2024-08-01,30545135.19,7023,5784
MjIHw,2024-09-01,26945747.71918,4898,4049
MjIHw,2024-10-01,36092665.82848,4240,3736
CKFfWbs,2023-10-01,21074.0,2,2
CKFfWbs,2023-11-01,252440.55,25,23
CKFfWbs,2023-12-01,309045.05,34,33
CKFfWbs,2024-01-01,210011.29,24,22
CKFfWbs,2024-02-01,196549.25,19,19
CKFfWbs,2024-03-01,416556.956,45,41
CKFfWbs,2024-04-01,619835.64,41,36
CKFfWbs,2024-05-01,550319.12,31,31
CKFfWbs,2024-06-01,367875.97,43,36
CKFfWbs,2024-07-01,449234.66,49,44
CKFfWbs,2024-08-01,270376.76,31,27
CKFfWbs,2024-09-01,277077.7,21,20
CKFfWbs,2024-10-01,297369.6,21,18
BRNyXWfPX,2023-10-01,966893.44,13,10
BRNyXWfPX,2023-11-01,238219.3,8,8
BRNyXWfPX,2023-12-01,2346573.9,24,18
BRNyXWfPX,2024-01-01,262646.1,5,4
BRNyXWfPX,2024-02-01,321687.0,5,4
BRNyXWfPX,2024-03-01,784120.0,11,10
BRNyXWfPX,2024-04-01,1721549.81,19,17
BRNyXWfPX,2024-05-01,330304.0,5,5
BRNyXWfPX,2024-06-01,1795846.2,17,14
BRNyXWfPX,2024-07-01,1105693.91,16,15
BRNyXWfPX,2024-08-01,540471.0,15,12
BRNyXWfPX,2024-09-01,318113.0,8,7
BRNyXWfPX,2024-10-01,210869.0,4,3
woq8N0QN6,2023-10-01,2002698.0,65,64
woq8N0QN6,2023-11-01,6975497.32,262,243
woq8N0QN6,2023-12-01,6794244.7,289,268
woq8N0QN6,2024-01-01,5369608.45,259,233
woq8N0QN6,2024-02-01,4630457.0,243,223
woq8N0QN6,2024-03-01,6994220.65,331,293
woq8N0QN6,2024-04-01,4766173.0,216,194
woq8N0QN6,2024-05-01,4760355.3,218,196
woq8N0QN6,2024-06-01,5734590.2,307,278
woq8N0QN6,2024-07-01,6224035.4,351,306
woq8N0QN6,2024-08-01,5833684.7,320,285
woq8N0QN6,2024-09-01,4738011.3,220,209
woq8N0QN6,2024-10-01,4844050.0,170,157
9FTpUFJ,2023-10-01,15831372.0,6134,5848
9FTpUFJ,2023-11-01,64918528.04388,27685,24816
9FTpUFJ,2023-12-01,95363238.25298,37545,34077
9FTpUFJ,2024-01-01,70813332.34225,34898,30651
9FTpUFJ,2024-02-01,59143346.62,23002,21019
9FTpUFJ,2024-03-01,67297368.04,23529,21831
9FTpUFJ,2024-04-01,67877774.15,24000,22141
9FTpUFJ,2024-05-01,78196867.28442,27285,25147
9FTpUFJ,2024-06-01,101916486.99,34282,31643
9FTpUFJ,2024-07-01,112490289.00054,43877,39126
9FTpUFJ,2024-08-01,96064201.71,39230,35259
9FTpUFJ,2024-09-01,70211852.41,26239,24279
9FTpUFJ,2024-10-01,45530648.96956,16243,15332
CnaumsNn,2023-10-01,533621.23,13,13
CnaumsNn,2023-11-01,2168399.25,54,53
CnaumsNn,2023-12-01,3962229.24185,108,105
CnaumsNn,2024-01-01,2840243.0,75,74
CnaumsNn,2024-02-01,2552124.0,74,72
CnaumsNn,2024-03-01,3004144.05,104,101
CnaumsNn,2024-04-01,3319097.8,97,93
CnaumsNn,2024-05-01,4809848.34,110,102
CnaumsNn,2024-06-01,3702240.81,98,95
CnaumsNn,2024-07-01,5276321.68,110,103
CnaumsNn,2024-08-01,3649908.92,98,98
CnaumsNn,2024-09-01,4296533.0,104,101
CnaumsNn,2024-10-01,1809974.79,49,48
mdVEw9rd,2023-10-01,7895563.66,1160,839
mdVEw9rd,2023-11-01,31551570.42,4602,2725
mdVEw9rd,2023-12-01,42109866.44,5858,3603
mdVEw9rd,2024-01-01,29217901.17,4439,2743
mdVEw9rd,2024-02-01,26159020.79,4413,2696
mdVEw9rd,2024-03-01,31002284.67,5068,2938
mdVEw9rd,2024-04-01,29466278.2,4990,2837
mdVEw9rd,2024-05-01,29633942.38,4987,2860
mdVEw9rd,2024-06-01,31056975.39,6294,3781
mdVEw9rd,2024-07-01,30611230.76,5651,3385
mdVEw9rd,2024-08-01,39689771.25,5384,3241
mdVEw9rd,2024-09-01,33566164.35,5115,3014
mdVEw9rd,2024-10-01,22115754.94,3383,2123
kS5LjFWn,2023-10-01,1541093.96,84,79
kS5LjFWn,2023-11-01,5794304.86,348,313
kS5LjFWn,2023-12-01,5568000.12,412,380
kS5LjFWn,2024-01-01,4592012.59,353,314
kS5LjFWn,2024-02-01,4754907.1,396,356
kS5LjFWn,2024-03-01,5148054.2,391,355
kS5LjFWn,2024-04-01,3350816.0,203,194
kS5LjFWn,2024-05-01,2873455.0,217,198
kS5LjFWn,2024-06-01,3884608.35,304,264
kS5LjFWn,2024-07-01,1830514.5,173,166
kS5LjFWn,2024-08-01,804848.0,45,43
kS5LjFWn,2024-09-01,247412.0,15,15
kS5LjFWn,2024-10-01,72820.0,5,4
Y6Os86cY,2023-10-01,411881.0,42,42
Y6Os86cY,2023-11-01,1487370.0,159,156
Y6Os86cY,2024-01-01,1109623.0,126,122
Y6Os86cY,2024-02-01,1945155.0,217,210
Y6Os86cY,2024-03-01,2282517.5,240,231
Y6Os86cY,2024-04-01,1837852.0,186,177
Y6Os86cY,2024-05-01,1201332.0,132,127
Y6Os86cY,2024-06-01,1526163.0,159,151
Y6Os86cY,2024-07-01,1604443.0,164,149
Y6Os86cY,2024-08-01,1370184.0,143,135
Y6Os86cY,2024-09-01,1688662.0,166,162
Y6Os86cY,2024-10-01,978129.0,112,106
f9izXMP,2023-10-01,30530.0,4,4
f9izXMP,2023-11-01,92923.0,15,14
f9izXMP,2023-12-01,180089.0,28,27
f9izXMP,2024-01-01,174039.0,27,24
f9izXMP,2024-02-01,158862.0,20,19
f9izXMP,2024-03-01,166318.0,26,26
f9izXMP,2024-04-01,203509.0,28,28
f9izXMP,2024-05-01,153538.0,15,15
f9izXMP,2024-06-01,255820.0,23,22
f9izXMP,2024-07-01,343870.0,36,35
f9izXMP,2024-08-01,602335.0,56,51
f9izXMP,2024-09-01,238231.0,27,26
f9izXMP,2024-10-01,123278.0,16,16
WjuLQ3LN4,2023-11-01,97798.0,2,2
WjuLQ3LN4,2023-12-01,290959.0,7,7
WjuLQ3LN4,2024-01-01,134599.0,2,2
WjuLQ3LN4,2024-02-01,75800.0,2,2
WjuLQ3LN4,2024-03-01,41493.0,2,2
WjuLQ3LN4,2024-04-01,316902.0,9,9
WjuLQ3LN4,2024-05-01,189399.0,6,6
